N,P,K,temperature,humidity,ph,rainfall,label
116,80,51,28.41320886498374,76.02333028317129,5.8952449436877785,102.21973814987945,Banana
105,82,45,27.073817388201,83.60817498700831,5.520573479030853,116.00375156651776,Banana
85,92,50,28.395748820802872,83.71283021248976,6.110555412323246,111.11703107281555,Banana
95,84,51,27.55906759946091,81.95567683221935,6.023492302222673,101.24790988240346,Banana
118,87,45,29.771236028773956,76.02424404489027,6.333492063312697,100.93048598417302,Banana
98,84,51,27.185815832259372,83.95660472984632,6.482872219950604,111.6115818785624,Banana
85,87,47,25.22979743788887,78.640072081942,6.3910548674468695,100.10862850373412,Banana
82,85,53,26.643324398518082,81.52423473153829,5.567220633019565,93.29689853108607,Banana
86,71,52,27.30040127292107,77.34866406109894,5.722718864103463,114.22400098033172,Banana
119,73,51,28.459653583199763,76.635018759671,6.49960893607256,103.91092887596417,Banana
83,80,48,26.687103924743575,81.0546748079182,5.606701787813126,96.47426857323089,Banana
102,70,51,25.509323029455295,80.16158283452344,6.257413567258633,92.69829894760787,Banana
80,86,47,29.15383459754608,82.99179407957281,6.1125743206146135,116.39448937579013,Banana
80,88,53,25.96898068742946,79.86975500513749,6.402863311492881,97.04871927987752,Banana
108,78,53,27.0669447550163,84.33614560245391,5.572075230033294,98.52969300163517,Banana
105,76,50,27.11873075566757,80.78944189853206,5.519386904459884,117.49377337088332,Banana
90,86,50,25.680714678598335,84.81869748099915,6.137703234464751,105.54615402889326,Banana
83,73,46,26.50754125226917,80.42280240288409,5.544771417709698,112.96550860439477,Banana
113,88,46,27.667345115811486,81.40907113959534,6.3546035604757805,92.40527226302035,Banana
93,72,53,26.0125411578253,82.17771353001504,5.763974219834194,93.84185202364074,Banana
90,90,46,27.469086226991976,76.86699863832577,6.350103494239079,99.2426712489316,Banana
90,72,45,27.811527052264605,81.07097124483532,5.703620444303582,111.56439621654432,Banana
84,91,53,26.46030772754924,81.66572177819339,6.218153446012533,99.94477297527432,Banana
85,82,52,29.776038016398758,76.27716628097923,6.068866596058265,109.22137451435326,Banana
27,35,30,31.382309046697777,51.96718143461861,6.0199698079742205,89.61241444520668,Mango
32,19,30,33.04425140494252,49.0893516437092,4.610991971844841,93.18232938812088,Mango
24,20,30,32.57698074972403,51.87367223690395,5.116744716610633,89.73389908964052,Mango
29,25,25,28.696028854448702,52.104272760068206,6.22399452868402,94.00675746383621,Mango
22,16,34,32.690295989458626,54.31970146592123,4.655006162611799,88.6291127460488,Mango
35,39,33,32.859654534842264,48.44650711801668,6.744639805163309,91.59987369128466,Mango
33,23,33,28.062597918777897,48.08833124401325,5.604567447675568,94.93526011855785,Mango
30,25,34,33.48361215194857,54.30879691382846,6.370575958648972,93.73626655131635,Mango
12,31,26,30.622200731574228,47.11484011500225,6.168934570873864,93.37983840334795,Mango
19,25,30,33.44189969967952,49.444149632334295,5.826131684225794,86.10696807043769,Mango
36,37,32,32.914230252837086,54.43343827788192,4.930488284451051,89.16092926509123,Mango
19,39,26,34.61891821208009,51.149314211920625,6.919321206500845,85.78701865599479,Mango
11,38,34,34.21219793179574,45.984580731125384,5.245684194482605,86.1398304061369,Mango
39,27,27,27.517961470443815,52.59069591809885,6.602075217303235,91.06499828518278,Mango
19,18,33,29.519381223221536,48.32881932673537,6.3721854277398196,87.96993431860875,Mango
27,36,26,28.881527584959272,48.799422925353035,4.67322451584976,97.32242917993312,Mango
21,30,26,28.118362371993918,46.98489479705791,6.9878077823395675,90.46197058104289,Mango
28,33,31,30.0627473920514,50.684892868493925,6.383089985961493,89.89752631688549,Mango
21,21,33,33.50014043101174,54.97545309174607,5.755544107525761,97.06486491836161,Mango
25,24,27,33.56637816666564,53.53142999349501,6.164650550043097,94.39474583071146,Mango
17,35,33,28.010794195542278,49.32421292838488,6.626328334266901,86.84372093978575,Mango
10,23,29,34.76023190759235,48.29211051261996,4.845147790166167,85.2008587240928,Mango
16,31,34,28.12625944411326,51.60029976801357,4.600210274163809,96.33700013794522,Mango
38,30,30,28.478849703293672,50.568881803536435,5.778985635106373,99.44521013272421,Mango
21,29,34,32.17709724563244,50.64076535678333,5.997302042589283,92.5749759874511,Mango
30,33,30,33.74921802294401,50.19740473215632,5.4248831565344435,85.08686155305038,Mango
34,33,27,32.786829917270644,49.86969577044109,5.81730517320233,99.91006200761372,Mango
10,36,33,33.891889105821825,49.710328685591904,6.342027860259362,96.03423646545457,Mango
18,28,26,34.816855997264504,48.04888132492184,6.671248374735935,93.623313679601,Mango
30,25,26,28.254980164535596,48.44123519049069,4.684947822214987,94.84801082456161,Mango
29,24,25,27.446015277873734,53.83981360169654,5.048094154361968,99.41975937755336,Mango
27,21,30,27.69179774388487,51.72172073625512,5.609347081888251,90.49473807111501,Mango
39,30,30,32.9504010373293,51.167041563335786,4.941654025599961,93.63033318645034,Mango
36,34,34,33.44470346303533,53.78438593892698,5.636740140423662,99.10043553676594,Mango
36,15,30,32.59588058419846,50.68835337111419,5.405301430039469,90.49480543050622,Mango
22,37,26,32.73946201767739,51.65532008980569,5.310593477701521,98.9944114754325,Mango
35,33,26,33.929074981793946,45.37373951382626,4.7699930896607246,97.35650470886104,Mango
11,22,32,30.29454562340881,45.55212133727953,6.955757161325769,98.49633025566474,Mango
38,38,27,32.80031319066218,52.63896681802013,4.665185061238972,94.74385929933615,Mango
25,25,33,27.117768627962757,51.52981873059534,5.391559868221116,93.21635098453915,Mango
24,39,32,31.240413824908842,51.38760208458349,5.45177748605119,95.63793303290751,Mango
36,30,30,33.9389392803369,48.76980916528332,5.835469570205903,98.72385479762625,Mango
38,22,31,30.020083724368973,54.584699087814144,4.87903161533712,93.78283332267846,Mango
18,33,28,32.52152187256702,53.54115964564618,4.738634402101471,96.37743664560759,Mango
26,23,33,30.843444447479875,45.607044829807876,4.806015887153489,89.02402206553283,Mango
10,36,27,32.90256588572098,50.196139295921434,5.366022312498673,92.50060891815882,Mango
24,24,27,31.126198667008193,49.95963474815677,4.526724700671542,93.01002107383717,Mango
13,34,29,29.13891095432912,47.45682092055218,6.0622166712206855,85.55462740019391,Mango
14,36,26,30.0529815482778,48.103398062459824,4.7529933973771685,96.34876628654862,Mango
39,32,32,29.01236826548317,49.783987948851575,6.522753184657056,89.96017031023884,Mango
20,18,28,34.49560119969864,52.63620353457652,6.797409931102342,95.44295044640288,Mango
36,28,28,31.66579948694099,48.7956365790576,6.636408925267629,98.14372049962685,Mango
34,19,30,27.67156678924396,51.685705739047705,5.97842233465038,95.62062952395512,Mango
21,23,34,27.700461625839107,49.18235581395035,5.61914826535156,88.83249074639194,Mango
21,18,30,32.354970053524156,50.63887453984713,6.038943376857005,88.43579460932361,Mango
14,19,32,31.545976505248827,50.75592904256812,5.646650399919585,90.51970081775964,Mango
12,20,34,31.625964171475538,50.09002439871712,6.962116388136793,86.11102918098987,Mango
24,29,28,30.00590340119541,48.488058996861795,5.6562315642543854,88.98632170778669,Mango
34,22,34,34.64669023051083,51.79280343593829,6.286748674662155,98.32424093048118,Mango
35,37,30,30.739001271116535,54.371589149260885,5.405183497817552,91.85665471806385,Mango
13,34,26,32.59415012075187,54.54563465035127,5.208928534088085,92.22830740481841,Mango
11,17,26,31.18621353420928,51.33848474342787,6.712149447082332,92.2624988450468,Mango
38,33,27,32.78029604171389,50.24938837920047,6.05323975763006,95.80985202023231,Mango
38,30,33,27.379443895173406,45.91439231931541,5.384596010941416,96.97025954214347,Mango
15,28,28,28.534970655298217,49.169521194349606,5.510535288540849,85.07135796960166,Mango
16,29,32,31.19863520171578,46.2390843619564,5.431428483488638,85.90602790815572,Mango
38,17,27,32.81755531878119,45.418474105830875,5.47476807946358,96.68770583540247,Mango
39,36,32,31.963556873205,46.68739851909541,5.601916510230025,94.22232040485302,Mango
37,17,33,30.000293412184565,51.803657526527914,5.796869443495915,94.18011862578838,Mango
24,23,32,27.187092894039118,46.76100143800627,5.463807652617533,96.71926228660953,Mango
10,17,32,34.262930994631965,46.83112392497297,5.232994621499554,99.48218295094014,Mango
12,19,33,30.14397956044889,47.26215073858795,4.725022426740382,94.07507628570859,Mango
38,35,27,30.159974109942596,50.248548535735935,6.249846619811941,90.24428256708491,Mango
29,16,25,30.61786550767101,46.90264517003174,6.724369537286247,91.9714906807473,Mango
25,32,32,27.83022757293221,45.55573094037582,6.206098055775153,86.98725338609485,Mango
14,28,34,29.19254900450742,54.14088559186272,6.113353685026663,88.36956693232433,Mango
30,25,26,33.00164814325184,52.167630269328285,5.0278613065891165,91.61394076184595,Mango
30,35,26,30.616604213862587,47.897409911341924,5.531326887475071,88.3346844870188,Mango
37,31,28,27.041093494674996,47.3808190689166,4.5952178249983495,90.27985256108788,Mango
37,20,26,33.70602207867855,48.45932983825027,5.367189268037112,99.5594810218997,Mango
23,21,33,31.181879113851053,47.532070176382554,5.532417524897552,89.30306820145887,Mango
24,24,31,27.61982616131882,46.332251581457335,6.435606842936522,89.96475690507114,Mango
25,21,32,30.606202705532603,54.30821051375878,5.596302475553616,97.16366816867911,Mango
12,36,28,27.039517788118694,51.72950802513364,5.939778877814869,98.49704976424088,Mango
21,22,31,27.45235438515842,49.6263209601687,5.908376592597676,93.18616265296475,Mango
14,33,28,27.60805181222222,45.15430046137096,5.99639980236216,97.26570457334186,Mango
19,31,25,34.90124093806795,47.93520276269251,4.801124758883161,88.89300359848797,Mango
13,32,25,27.0026709540799,45.17286806186993,6.206179526919431,94.51652196667342,Mango
35,19,31,34.27459090229373,52.35357761234776,5.03495196342027,86.21242424370355,Mango
10,27,31,34.811743080542456,50.951601877212575,4.623013293419066,86.62357839691327,Mango
20,16,26,29.498734093567094,45.330213827578234,6.990422735986226,86.82123771940935,Mango
19,20,33,28.850131833142367,54.13355619129121,6.854110667535304,98.89639202984057,Mango
17,39,32,30.34576895500244,45.4742929079886,5.303152113495054,94.64441861997484,Mango
11,16,34,34.178782720010275,48.607661238781404,6.237786686206651,95.47315651087882,Mango
17,21,29,27.60658253985801,49.949701596202424,4.93002313295486,92.14289887183016,Mango
39,39,26,30.54565756687791,52.76412873608615,4.6797470958331795,92.02784445621106,Mango
31,37,28,32.29421126135366,51.36509636979364,4.94511769332747,96.43160536989977,Mango
14,25,28,27.711796353793986,53.894199394500205,5.375773537874268,91.83712459589907,Mango
38,17,25,30.52078791625542,50.26936552592011,6.117329543316138,86.21726396340937,Mango
12,19,27,27.274457822460423,45.26032132392694,6.847284081490118,93.49617894431678,Mango
21,127,195,21.623227849457408,81.95152498955629,5.649924870678053,77.48271629638009,Grapes
16,129,201,15.022606906672028,83.32787813171267,6.4982915283783775,67.21609573521722,Grapes
21,125,203,16.917354846783276,84.23499035250227,5.575586435954647,62.3145659463053,Grapes
10,132,195,14.393535364588516,81.99098180414373,5.540221913106903,73.6987583831077,Grapes
18,123,195,20.096756419897446,82.76094705985491,6.478306175676166,65.94997236984366,Grapes
34,126,197,35.934044723964874,84.47406133795553,6.453620936586212,77.07268167969063,Grapes
27,129,195,32.60022526725745,83.99740359322853,6.26488418571423,77.5662083282329,Grapes
20,136,203,26.610143737159913,83.24456087377098,5.738351776614615,74.40825103287821,Grapes
36,127,203,18.922843629309543,80.62924604325185,6.311093685032232,71.7737031309645,Grapes
33,144,199,37.76592712992001,82.397029062293,5.806163305150547,70.55303580587004,Grapes
26,120,196,10.951663808661461,83.07530799393497,5.627135150226828,79.70787797814114,Grapes
11,140,198,16.436965799297433,82.3684846079464,5.716222302967179,78.97138492429579,Grapes
18,144,199,20.3045215025505,84.41903517243341,6.150406817855797,60.76593267348073,Grapes
32,120,202,34.86984201752035,81.40873940082976,5.504692344170148,79.9314269364637,Grapes
24,123,197,22.780821620721692,80.04165384847094,6.485608502833989,65.43264567163233,Grapes
24,134,203,33.21199993547707,81.41950027933626,5.744890426171025,70.5281899784237,Grapes
36,137,200,34.246069002695855,84.55915905319813,5.520154085562473,60.30141270427308,Grapes
34,139,202,17.1171141870714,80.29988373052248,6.42975407104963,60.3554432052207,Grapes
31,122,201,11.082821603361309,80.87471287984377,6.494945707620872,61.77268212230308,Grapes
22,130,201,16.197306148719974,80.52381261748647,5.7833592577076764,63.23422389335114,Grapes
14,136,203,35.66409623568803,82.04197340577359,6.492773268118307,75.97193556284886,Grapes
30,141,197,36.88533589884215,81.7979282029838,5.821189623056968,62.897799709794405,Grapes
11,141,198,35.851143534190825,82.07673736094473,6.10606373885192,61.00293428161881,Grapes
14,138,197,32.581882771361364,83.10428353766203,5.6983194139375115,69.4683158766337,Grapes
26,138,202,29.643433023574975,84.29945549644378,6.4125367384638325,66.63860574011599,Grapes
26,135,198,27.53960456403681,83.4801966436467,6.207716867207149,60.90746899975313,Grapes
28,144,200,36.81216650697196,82.157956287869,6.281495141482592,67.50915325042432,Grapes
31,140,197,38.8229843847341,80.21609561513505,5.626979554599346,62.44344694265203,Grapes
13,125,203,18.782742179529176,83.05551410033884,6.3571104208077545,72.06945499559001,Grapes
35,143,198,35.70176327162493,82.0766596089665,6.231967921474522,65.7799655742468,Grapes
15,143,199,13.036607896920154,83.1607745752943,5.687650480751022,77.3768356828185,Grapes
15,136,199,15.224629291309643,82.1325293431202,5.620981308119087,61.62800383269906,Grapes
25,134,204,23.384932560756887,81.14958141372401,6.070986673116313,79.05882403095418,Grapes
15,136,204,36.83003419538984,80.84729593197095,5.6896540467692125,70.61243329862593,Grapes
30,140,201,19.796941917201444,84.44278178802585,6.151950754649762,65.32497572664961,Grapes
19,121,198,20.95353805993146,84.19181867402764,5.922594779547543,63.963122054568245,Grapes
32,142,198,32.87725031559603,84.63167483784207,5.632978529922105,74.72966262110046,Grapes
18,128,202,23.69378662570104,84.19292431770855,5.9415903958164975,74.58829286624363,Grapes
31,140,203,33.372984696820204,84.61165658667055,5.625028416858456,76.89371333037528,Grapes
31,130,202,17.33659136537573,82.02459543573636,5.56026082638043,61.586348983182674,Grapes
35,127,200,39.01406920107715,83.1704281672281,6.356792080142515,65.63192153940503,Grapes
21,136,202,25.67999855474002,84.94009316310873,6.270446863875166,66.89783070079874,Grapes
32,123,195,31.72416735388472,82.66882624453307,5.807670870256533,67.8369527699303,Grapes
39,128,203,18.717474562205073,80.85351794762404,5.635380273802298,71.21665721292149,Grapes
10,131,203,14.867334772199625,81.29453979373248,5.881703742286671,77.75668823794544,Grapes
21,135,201,36.902506324217995,81.37262022100967,5.802796258217457,62.19086808163456,Grapes
37,125,203,13.387897451958708,80.68813978484704,5.809660541131027,69.54576523908432,Grapes
20,127,195,37.23081042096504,84.0204618748312,6.388251789367777,76.64836821961119,Grapes
22,131,203,20.25436499966849,81.97464291065091,5.831763014025652,76.63859248591206,Grapes
29,135,203,12.437188870542343,80.33592130379802,5.574342741088956,77.7732996673009,Grapes
11,130,203,33.362473354344154,81.09911836366993,6.2152970824021505,73.61100437073556,Grapes
10,133,196,12.21723685704503,84.74260182164942,6.431746241856251,69.34864359256105,Grapes
16,136,195,25.4829691973475,81.39193852725874,5.634985357129232,71.98995405799437,Grapes
22,127,198,29.855239679082008,83.38945347722469,5.8371936936272775,64.44073893531032,Grapes
33,136,203,32.66163157285908,81.10008461963382,5.770186934056875,77.53735583305586,Grapes
28,127,204,39.69149180539024,83.96232307626447,6.496164773994158,75.05815636785624,Grapes
37,130,203,18.4822462579983,82.46409536876146,5.889204012037136,75.0733506490248,Grapes
35,126,204,20.610976567694543,81.55672338083843,5.903569148195409,66.29365702014923,Grapes
32,123,196,26.659673123885106,82.3155549334359,5.760907601330837,72.77829427515172,Grapes
27,142,197,29.122267181470086,81.87577112696448,5.747167367891449,76.85929753173023,Grapes
19,135,200,12.87259822511042,82.98331055047129,6.461234089719832,71.2376920108662,Grapes
30,140,202,17.823726857771327,81.7673403471231,5.629588458803801,66.28844917311542,Grapes
27,135,202,12.849861374388052,82.6820795101576,6.36906119128501,72.94383998754249,Grapes
37,141,203,18.977189902402554,81.36806572800438,6.486196251494839,77.0572546628744,Grapes
21,135,201,33.09050415242841,81.65386714550223,5.750331154092294,76.40474620543472,Grapes
37,134,202,23.630705324336034,80.94110228737175,5.886759076787206,66.06375191543628,Grapes
11,132,201,21.263795806319095,81.31741536048008,6.2220680732717755,65.75368803749029,Grapes
30,123,198,10.802972598660215,83.66980435451752,5.658691697381912,77.62924450467112,Grapes
20,137,201,33.47533772061246,82.64923727541856,5.696314972335003,71.23946749124117,Grapes
32,132,197,24.30325204301986,83.11752967725467,6.0641127725659985,75.8734863463731,Grapes
18,121,204,18.011581227730495,80.37261800475999,6.417003088914255,67.4347026530139,Grapes
15,130,197,11.004309228555828,80.8734366480377,6.284033240494096,75.43189773272114,Grapes
20,129,202,10.193314871786775,84.53429350547661,6.3708499635430424,79.09600784814633,Grapes
23,143,201,37.37643183550004,82.70021575397678,5.758527692306605,63.58434608693934,Grapes
10,143,198,27.150801619826918,82.39570241589128,5.842162115145412,72.51691722053936,Grapes
22,130,202,24.471739923510853,80.29545710069566,6.3580812272273635,77.67319417866929,Grapes
18,125,204,30.573569446377643,81.6413188119064,5.7988159573572355,68.16381691419221,Grapes
21,143,195,29.402456165081823,82.68979161580681,5.792303734037149,71.48442497026863,Grapes
23,134,195,17.372401813243314,81.79022688419403,5.719219299860413,61.32121248595927,Grapes
33,121,202,17.410504888286724,84.37217450466991,6.0489095887617745,60.416556324287036,Grapes
12,132,202,19.17296527879832,81.3986224489996,5.969345325655736,72.06414455937986,Grapes
15,130,204,31.230225015703933,84.9862087183791,5.570329743592933,78.21896108657329,Grapes
32,124,202,23.858491576724095,82.66673488572621,5.766243891274365,63.420865495074274,Grapes
18,137,196,15.160663469512638,81.12320876030056,5.966480670698928,64.81872355044503,Grapes
16,120,199,15.748218745968199,83.5456373761036,5.623044352806622,78.9539716399068,Grapes
11,144,201,24.405327519264997,83.81828149151566,6.250982365897205,73.37258213204856,Grapes
23,123,196,23.472795118900546,80.99232682331639,5.832323194994003,75.4353166961572,Grapes
16,144,197,21.111702471159965,82.72466289814585,6.134215492737347,75.3859756689796,Grapes
25,127,200,36.960929053241486,82.77992964270027,5.615698559917905,73.02548306564066,Grapes
27,136,203,25.650569299437567,82.71156837956279,5.667094165351632,76.76966085386576,Grapes
38,131,196,25.4508014772111,80.70265633432011,6.055063889393893,68.01005929993688,Grapes
31,144,198,21.04424765111095,80.91513888587899,6.4956935184890545,77.42009944040882,Grapes
30,127,203,33.4467930906242,82.78012712858414,5.918668452289763,72.66066492527746,Grapes
29,125,196,12.91238490273021,80.21066043697492,5.905652530698407,71.38498639460207,Grapes
21,122,199,15.223009590212712,83.77849677809675,6.074064086242441,78.82307456085945,Grapes
19,141,197,21.681147127323094,80.81236066477851,5.685508063797914,68.7244643485125,Grapes
26,138,195,30.43718291174408,83.64123812464635,6.3633595767282,65.80628770084273,Grapes
30,124,197,27.74196156351538,81.1150055148214,5.797728347299759,68.90173042195222,Grapes
28,125,195,35.80658209352327,84.04051639776797,6.088628455221714,74.71549880339262,Grapes
33,121,197,26.42784378088331,80.89214945411898,6.039544519672263,62.00069141122522,Grapes
98,15,50,26.646849741948262,82.47994817556707,6.148327326204388,58.48704831801981,Watermelon
84,18,50,24.988380455740113,87.34205745183341,6.38201807176659,44.488687324760065,Watermelon
83,26,49,24.123586678236048,80.95688661667079,6.497402268592003,59.022720641309036,Watermelon
94,13,54,26.33006812631631,84.95051753512722,6.165119736765644,57.42647360943924,Watermelon
108,22,53,24.187050483875083,85.87381930509527,6.611698308033432,55.8808479204108,Watermelon
87,8,47,25.052546209009275,80.93049350169564,6.3988981609109885,44.978618262872516,Watermelon
106,6,47,24.573087975112628,87.71171146920672,6.8146651560084885,57.823342174970705,Watermelon
90,19,46,26.41214575602682,86.40794585920948,6.968400898928244,47.00756465029969,Watermelon
114,6,48,24.930418368166297,86.87818555658195,6.009988525553205,48.20213322821409,Watermelon
112,25,45,24.68961060680903,84.2904084190156,6.894041317583569,40.505686374586624,Watermelon
87,24,48,24.74148084910379,86.95288147916071,6.735295945204683,41.87817276434834,Watermelon
100,22,50,24.296312115069412,81.42782852379483,6.439424120450613,45.940841931807356,Watermelon
110,19,53,24.421822953602703,84.75044475896495,6.872095500321026,58.50199750904547,Watermelon
89,22,49,26.024583908187907,88.12818404588984,6.274999279289305,42.02616794862367,Watermelon
115,19,52,25.051066612225902,88.35146423494226,6.617344751316111,40.340365909853936,Watermelon
110,6,51,24.03570744683432,81.77257612917111,6.404812566443173,46.668381842509724,Watermelon
86,29,54,25.8384844916709,82.6111136016743,6.49743750131047,43.374994386746074,Watermelon
107,20,50,26.81100524953508,80.20353318339697,6.024700691798668,43.37298219273059,Watermelon
96,5,54,25.501687997804506,85.35652236700055,6.865398582392556,56.4563152243869,Watermelon
99,25,48,26.698562676336856,83.43255537247487,6.4635624365963205,46.8435636815937,Watermelon
102,10,50,25.17379727062573,87.74885871200865,6.1639645625279424,47.459055841706956,Watermelon
81,14,45,25.427106384137737,85.58655829050846,6.709817636046613,58.93228667600385,Watermelon
102,17,45,25.560481153011814,82.78180297411879,6.36582738977204,41.841090787887126,Watermelon
94,12,53,24.048331386792476,80.88596002013782,6.2956413674733485,52.76415537567945,Watermelon
88,12,54,24.889648681371145,85.45381812918727,6.262108293334539,42.97361881404958,Watermelon
92,13,48,24.458132822226254,81.72417533530243,6.676688440061355,50.406348324390535,Watermelon
100,23,45,24.312129255590914,80.11118574542749,6.8728984137559515,58.07958122219287,Watermelon
94,22,53,26.326998294975024,81.91694016993615,6.974366835840211,58.996159234446374,Watermelon
96,7,53,26.78112406770054,80.01579851771893,6.149817086191271,52.577211919493976,Watermelon
99,23,46,25.788079753471763,83.7051439699832,6.310119363965206,58.461486590840394,Watermelon
97,29,45,24.315784333636273,80.05602936573152,6.367571978032748,58.52360737675187,Watermelon
103,10,52,26.879575218551935,89.88795799085203,6.240810517103812,46.503509537183135,Watermelon
109,8,53,25.659457553335823,88.50497334290613,6.054326175854646,42.45459681922582,Watermelon
107,9,49,25.016982822148332,81.48974624571568,6.337899605260285,57.15558054550491,Watermelon
87,7,48,25.883170866174613,88.82907986376775,6.484509260025897,57.32007519273799,Watermelon
107,18,46,24.263527823789452,89.82244085931629,6.945282425975349,48.944293800957844,Watermelon
118,7,47,25.527996710110454,86.28863178414939,6.769808470843644,41.25022635591056,Watermelon
90,6,54,25.54650095309038,81.47231956308119,6.762444662257799,45.60629619873222,Watermelon
91,13,53,24.242692367313833,81.39773769177395,6.824306674549528,49.943138210822056,Watermelon
119,29,53,24.752013914368117,81.94511546274697,6.109187211387371,51.18282778161508,Watermelon
81,9,49,26.817842389622534,86.84787140176024,6.001102381836313,41.684866441476395,Watermelon
103,19,46,26.20206936972548,88.06504705698889,6.117982460140353,51.48764610502045,Watermelon
112,14,47,25.96064967260458,82.94947927768722,6.08084955586934,54.425797042202944,Watermelon
95,17,50,25.375637772057466,87.96392458047264,6.813251142657415,47.84187107938572,Watermelon
101,28,49,26.51916547017496,80.24801076017808,6.707704046680064,55.37873382054056,Watermelon
116,22,52,24.33423833273906,88.0076721403438,6.833760641355887,53.01340857072074,Watermelon
84,20,52,24.994871569188277,83.82010580501674,6.397103542187597,54.49541913071845,Watermelon
95,29,52,26.87674848427142,84.5124406209834,6.8544261855180935,57.03248715639118,Watermelon
106,11,54,24.945160072424017,81.99811522179654,6.384131293284805,59.13417794654737,Watermelon
108,26,45,25.306953580553543,82.75578389343751,6.631125818778329,47.114812982795186,Watermelon
111,24,52,24.624916798287163,82.82157267309599,6.591329358978685,53.84002533271785,Watermelon
110,14,48,25.512991042932207,87.78614424247317,6.644376426637035,54.669062346600526,Watermelon
101,15,49,25.566972106551187,86.40138676253483,6.587311562980136,47.812775441567915,Watermelon
117,8,47,24.992021924684817,85.43015594695741,6.837634506395435,45.15686658714529,Watermelon
95,5,46,25.555986678363837,87.66029714377643,6.045195582937407,42.33417205516024,Watermelon
90,22,47,24.83089058274752,83.76653272402561,6.301101723030886,48.25157055599352,Watermelon
103,19,51,26.755356571351086,82.68110330390606,6.441080369550445,47.64156048827767,Watermelon
96,18,48,24.685305280166027,87.02611218371261,6.779988430550821,42.916108945247174,Watermelon
110,12,53,25.649603880562644,86.93421793003525,6.383397184770111,59.88378365402481,Watermelon
118,23,53,26.092624716946904,85.0564045020698,6.108382563432928,52.32246472850434,Watermelon
108,14,48,24.820853675768046,86.4085104083002,6.609766579668392,42.27294691615161,Watermelon
102,9,47,25.926208508380967,88.25459420333291,6.7763571080350475,42.36437666332104,Watermelon
117,13,49,25.42870401789019,87.91696787439777,6.047213225672955,49.602963085240894,Watermelon
111,19,50,24.760282215391424,82.0060571151214,6.767031224574759,44.79329863767274,Watermelon
91,19,46,24.431767698171193,82.57995430954176,6.320932422004855,44.646103295137756,Watermelon
107,29,46,24.399607061705492,84.47462062483626,6.707001059997958,44.08241278618506,Watermelon
95,25,48,24.493760578165432,84.99615082899263,6.900649039109574,51.19464223973854,Watermelon
86,10,54,26.58529682718693,89.76482887540382,6.231457507141203,48.66976157008472,Watermelon
94,8,51,25.391590638165543,82.15602240617098,6.388399458440115,49.04885765276447,Watermelon
112,22,45,24.469102495986686,88.06084828235404,6.551872660245975,56.837007053475816,Watermelon
111,28,53,26.309591363015965,89.61876377768758,6.594300095675271,52.29988356413603,Watermelon
87,23,54,24.247491593980726,84.76549518747647,6.409988957940924,44.998256154036056,Watermelon
102,6,54,25.767699520263672,84.33819307076891,6.208352111407104,56.95681645964051,Watermelon
107,5,49,25.951390823839095,86.77609635826839,6.492834746755939,48.74451118210253,Watermelon
94,15,53,26.451674426430703,89.74681494442665,6.80612638972497,51.65511483135069,Watermelon
118,22,45,26.429941020284634,84.66008168578551,6.394808563024702,48.10972725389617,Watermelon
87,25,51,25.33341327402585,88.07161732076155,6.704021322203861,44.63034877681301,Watermelon
82,11,52,25.693094822146097,81.18709553808335,6.847562821218526,46.33388875244775,Watermelon
86,22,45,24.007676036120085,85.95644923433431,6.391920041880176,59.73077616657038,Watermelon
110,7,53,25.20056537379671,80.27990068941375,6.405383837230812,44.51043067495637,Watermelon
90,5,50,25.375771051712753,87.31367287958618,6.054452294352481,55.18936413545837,Watermelon
86,28,45,25.75281736503142,81.63754568600142,6.153170802309982,46.6472242179234,Watermelon
109,23,47,25.426056655785587,81.40181403677526,6.1342324907504535,58.47318754270386,Watermelon
113,13,50,26.64914872618021,87.85648965211273,6.671225440624692,49.546224916431825,Watermelon
116,10,47,26.055208485058998,86.13382894431052,6.6446914385552756,57.58102761161925,Watermelon
99,27,47,24.224654531090977,80.64154330515466,6.07311363628403,50.45420502062715,Watermelon
85,25,49,26.78620417417788,81.93868397572695,6.104592746018797,50.7167022141639,Watermelon
86,27,54,26.497926361629688,88.99384392973602,6.639852901253825,41.09733345363589,Watermelon
80,20,52,25.583413477257455,87.08966657818263,6.091956357209224,50.60304160583354,Watermelon
84,22,53,25.58186389007465,89.50654557637091,6.434629176876963,51.4842423073371,Watermelon
110,20,52,24.69429003735956,88.47718222558775,6.446664090523875,43.99998374186535,Watermelon
115,10,47,26.62781501694114,83.8295396413087,6.372885706587496,55.933311984384815,Watermelon
102,27,50,24.865931428432162,80.28096501298022,6.532396587880546,55.71346835826526,Watermelon
88,27,45,25.66955611280766,82.47555088228317,6.160219144582892,55.69917175049383,Watermelon
84,21,45,25.004534732591342,81.84851999932219,6.45853543777378,44.56048373060648,Watermelon
90,23,51,26.51420726849123,85.29750347456066,6.290434035356629,46.85837210633502,Watermelon
99,24,46,26.860160686458887,86.41048256156165,6.78769812634297,50.13868699521104,Watermelon
116,27,53,25.25168926371264,81.4073141303082,6.058043621535947,44.50153343858642,Watermelon
92,23,51,25.549068203512352,83.85226250674161,6.201176137026694,59.44615723014336,Watermelon
81,27,45,24.428450505645266,81.12910000619286,6.666028301161099,51.878041452856316,Watermelon
